shortdefinitions{
<ανά>γνωστος|hard to read
ἀπελαύνω|drive away, expel from
ἀπελεγκτής|one who refutes
ἀπελεγμός|refutation, exposure
ἀπελευθέρωσις|emancipation
ἀπελευθερία|enfranchisement of a slave
ἀπελευθεριάζω|to be free, act freely
ἀπελευθερικός|in the condition of a freedman
ἀπελευθερισμός|manumission
ἀπελευθεριωτής|freedman
ἀπελευθερωτικός|concerning manumission
ἀπελευθερόω|emancipate
ἀπελεύθερος|restored to freedom
ἀπελλαῖα|sacrifice at meeting
ἀπελπίζω|despair of
ἀπελπισμός|hope-lessness, despair
ἀπελπιστέον|one must despair
ἀπελπιστία|despair
ἀπεμέω|spit up, vomit forth
ἀπεμπολάω|sell
ἀπεμπολή|sale
ἀπεμπολητής|seller, dealer
ἀπεμπόλησις|riddance
ἀπεμφαίνω|to be incongruous, inconsistent
ἀπεμφερής|unlike
ἀπεναντίον|opposite
ἀπεναρίζω|strip of arms
ἀπενεόομαι|become mute
ἀπενθής|free from grief
ἀπενιαυτίζω|go into banishment for a term of years
ἀπενιαύτησις|banishment for a term of years
ἀπεννέπω|forbid
ἀπεντάσσω|put back in its place
ἀπεντεῦθεν|at this point
ἀπεξαιρέω|take out, remove
ἀπεξαρτάω|hang out
ἀπεξηγέομαι|narrate
ἀπεξινόω|purge
ἀπεξισάζω|equalize
ἀπεξωθέω|drive out, expel
ἀπεπείγομαι|hasten away
ἀπεπτέω|suffer from indigestion
ἀπεράτωτος|unbounded
ἀπεράω|vomit, disgorge
ἀπερίβλητος|without
ἀπερίγραπτος|not cancelled, valid
ἀπερίγραφος|not rounded
ἀπερίεργος|not over-busy, artless, simple
ἀπερίζομαι|contend
ἀπερίκοπος|without hindrance or interruption
ἀπερίκτητος|not gaining wealth
ἀπερίληπτος|uncircumscribed
ἀπερίλυτος|not annulled or cancelled, valid
ἀπερίοπτος|unregarding, reckless of
ἀπερίπνευστος|sheltered from wind
ἀπερίπτυκτος|not wrapped up
ἀπερίπτωτος|not liable to
ἀπερίσκεπτος|inconsiderate, thoughtless
ἀπερίσπαστος|not diawn hither and thither, not distracted or hindered
ἀπερίστατος|not stood around
ἀπερίστικτος|not dotted round
ἀπερίτμητος|uncircumcised
ἀπερίτρεπτος|not to be turned or moved, immutable
ἀπερίτροπος|unheeding
ἀπερίττωτος|without
ἀπερίφραστος|without circumlocution
ἀπερίψυκτος|free from chill
ἀπεραντολογέω|talk without end
ἀπεραντολόγος|talking without end
ἀπερατέον|one must vomit
ἀπεργάζομαι|finish off, complete, bring to perfection
ἀπεργασία|finishing off, completing
ἀπεργαστικός|fit for finishing, effecting, causing
ἀπερείδω|fix, settle
ἀπερείσιος|countless
ἀπερεύγομαι|belch forth, disgorge
ἀπερημόομαι|to be left destitute of
ἀπερητύω|keep back, hinder
ἀπεριάγνιστος|not purified
ἀπεριέργαστος|not wrought carefully, simple
ἀπεριήγητος|not traced out
ἀπεριήχητος|not encompassed by sound
ἀπεριγένητος|not to be overcome
ἀπεριεργία|artlessness
ἀπεριθλάστως|without crushing
ἀπερικάθαρτος|unpurified, impure
ἀπερικάλυπτος|uncovered, exposed
ἀπερικτύπητος|not surrounded with noise
ἀπεριλάλητος|not to be out-talked or without skill in circumlocution
ἀπεριμάχητος|not worth contending for
ἀπερινόητος|incomprehensible
ἀπεριουσίαστος|without wealth
ἀπεριπλάνητος|without wandering or deviating
ἀπερισάλπιγκτος|not surrounded by the sound of trumpets
ἀπερισσοτρύφητος|not luxuriously fed
ἀπεριττότης|simplicity
ἀπεριφερής|not round or rounded
ἀπεριφρονήτως|without malice prepense
ἀπεριόριστος|unlimited, infinite
ἀπερριμμένως|negligently
ἀπερρωγώς|broken
ἀπερυγγάνω|belch forth, disgorge
ἀπερυθριάω|to put away blushes, to be past blushing
ἀπερυσιβόω|destroy by mildew
ἀπερωέω|retire or withdraw from
ἀπερωεύς|thwarter
ἀπερωπός|inconsiderate, cruel
ἀπερύκω|keep off or away
ἀπερύω|tear off from
ἀπεσθέομαι|undress oneself
ἀπεσθίω|eat, gnaw off
ἀπεσκής|without a bow-case
ἀπεσσούα|he is gone off
ἀπεστώ|absence
ἀπεσχαρωτικός|removing scabs
ἀπεσχαρόω|remove a scab
ἀπευδιασμός|making calm
ἀπευδοκιμῶ|depudesco
ἀπευθής|not inquired into, unknown
ἀπευθανατίζω|die well or happily
ἀπευθυνσις|adjustment, setting
ἀπευθυντέον|one must set straight, adjust
ἀπευθύνω|make straight, restore
ἀπευκταῖος|to the loss of our hopes
ἀπευκτικός|deprecatory
ἀπευκτός|to be deprecated, abominable
ἀπευλυτέω|expedio, explico, exploro
ἀπευνάζω|lull to sleep
ἀπευτακτέω|deliver or pay regularly
ἀπευφημέω|deprecate
ἀπευφημισμός|politeness
ἀπευχή|deprecation
ἀπευχαριστέω|show gratitude
ἀπευωνίζω|cheapen
ἀπεφεισμένως|abundantly
ἀπεχθάνομαι|to be hated, incur hatred
ἀπεχθές|yesterday
ἀπεχθήεις|odious, noxious
ἀπεχθής|hateful
ἀπεχθαίρω|hate utterly, detest
ἀπεχθητικός|full of hatred, envious
ἀπεχθρεύω|to be hostile
ἀπεψία|indigestion
ἀπεύλογον|of irregular shape
ἀπεύχομαι|wish
ἀπεύω|scorch off
ἀπεῖδον|look away from other things at
ἀπεῖπον|speak out, tell out, declare
ἀπηγορέομαι|defend oneself
ἀπηγόρημα|defence
ἀπηθέω|strain off, filter
ἀπηθητέον|one must strain off
ἀπηκριβωμένως|exactly
ἀπηλεγέω|neglect
ἀπηλεγέως|without caring for anything, outright, bluntly
ἀπηλιαστής|one who keeps away from the
ἀπηλιθιόομαι|become stupid, fatuous
ἀπηλιωτικός|from the quarter of the
ἀπηλιώτης|east wind
ἀπηλλαρμένως|apart from
ἀπημελημένως|carelessly
ἀπημοσύνη|freedom from harm, safety
ἀπηνής|ungentle, rough, hard
ἀπηνόφρων|harsh-minded
ἀπηξία|want of solidity, liability to flux
ἀπηρής|unh armed
ἀπηρεμέω|take a thorough rest
ἀπηρτημένως|consistently with
ἀπηρτισμένως|adequately, completely
ἀπηχέω|sound back, re-echo
ἀπηχής|discordant
ἀπηχθημένως|hostilely
ἀπηόριος|hanging
ἀπιάλλω|keep
ἀπιάπτω|tear away
ἀπιακός|of Apis
ἀπιδέα|pear-tree
ἀπιεῖον|the temple of Apis
ἀπιθέω|disobeyed
ἀπιθής|lacking in persuasion
ἀπιθανότης|improbability
ἀπικμάω|winnow
ἀπικρόχολος|free from bitter bile
ἀπινής|without dirt, clean
ἀπινόω|clean
ἀπινύσσω|lack understanding
ἀπινύτως|unwisely
ἀπιπόω|press
ἀπις|Apis
ἀπιστέω|to be
ἀπιστία|unbelief, distrust
ἀπιστητέον|one must mistrust, disbelieve
ἀπιστητικός|incredulous
ἀπιστόφιλος|loving unbelief
ἀπισχναίνω|make lean or thin
ἀπισχναντέον|one must make thin
ἀπισχνόω|shrink
ἀπισχυρίζομαι|oppose firmly, give a flat denial
ἀπισχυριστικῶς|positively
ἀπισόω|make equal
ἀπιτέον|one must go away
ἀπιχθυόομαι|to become a fish
ἀπιᾶτον|wine flavoured with celery
ἀπλάκουντος|without cakes
ἀπλάνεια|constancy, unchangeableness
ἀπλάνητος|that cannot go astray or err
ἀπλήγιος|clad in a single garment
ἀπλήθυντος|not multiplied, without plurality
ἀπλήρωτος|insatiable
ἀπλήστοινος|insatiate in wine
ἀπλίκιτον|camp-prison, PLond.ined.
ἀπλαγιάστως|not obliquely
ἀπλανής|not wandering, steady, fixed
ἀπλανησία|freedom from error
ἀπλαστία|sincerity
ἀπλατής|without breadth
ἀπλεονέκτητος|free from anarice
ἀπλετομεγέθης|unapproachably great
ἀπλεόναστος|without an extra letter
ἀπληγής|free from metrical defect
ἀπλημμελῶς|without discord
ἀπληστία|insatiate desire, greediness
ἀπληστεύομαι|to be insatiable
ἀπλυσία1|@
ἀπλυσία2|@
ἀπλυσία|@
ἀπλόκαμος|having shorn her hair
ἀπνευστί|without breathing
ἀπνευστία|holding of the breath, not breathing
ἀπνευστιάζω|hold the breath
ἀπνεύματος|without wind or current of air
ἀπνεύμων|without breath or life
ἀπνοέω|suffer from breathlessness
ἀποίδησις|swelling
ἀποίητος|not done, undone
ἀποίκησις|emigration
ἀποίκιλος|unadorned, simple
ἀποίκιλτος|not elaborated, without convolutions
ἀποίκισις|leading out a colony
ἀποίμαντος|untended
ἀποίχομαι|to be gone away, to be far from, keep aloof from
ἀποαφύσσω|draw off
ἀποβάθρα1|ladder for disembarking, gangway
ἀποβάθρα|ladder for disembarking, gangway
ἀποβάλλω|throw off
ἀποβάπτω|dip, plunge
ἀποβάτης|one that dismounts
ἀποβήσσω|cough up
ἀποβίωσλς|ceasing to live, death
ἀποβαίνω|step off from
ἀποβαδίζω|go away
ἀποβασιλεύς|ex-king
ἀποβατήριος|as protector of persons landing
ἀποβατικός|of or for an
ἀποβδελύττομαι|reject with abhorrence
ἀποβελίζω|take off the spit
ἀποβηματίζω|degrade from one's rank or station
ἀποβιάζομαλ|force away, force back
ἀποβιβάζω|make to get off
ἀποβιβασμός|disembarkation
ἀποβιβρώσκω|eat off
ἀποβιόω|cease to live
ἀποβλάπτω|ruin utterly
ἀποβλάστημα|shoot
ἀποβλάστησις|shooting forth, growth
ἀποβλέπω|look away from
ἀποβλήσιμος|fit to be cast away
ἀποβλίττω|cut out the comb from
ἀποβλαστάνω|shoot forth from, spring from
ἀποβλεπτέον|one must consider
ἀποβλητέος|to be thrown away, rejected
ἀποβλητικός|apt to throw off
ἀποβλύζω|spirt out
ἀποβλώσκω|go away
ἀποβολή|throwing away
ἀποβολεύς|one who has lost
ἀποβολιμαῖος|apt to throw away
ἀποβορρότατος|most northerly
ἀποβουκολέω|lead astray
ἀποβρέχω|steep well, soak
ἀποβρίζω|go off to sleep, go sound asleep
ἀποβροχίζω|ligature
ἀποβροχθίζω|gulp down
ἀποβροχισμός|making a ligature
ἀποβροχιστέον|one must make a ligature
ἀποβρόξαι|swallow, gulp down part of a thing
ἀποβρύκω|bite off, eat greedily of
ἀποβόομαι|become a cow
ἀποβόσκομαι|feed upon
ἀποβύω|stop up
ἀποβώμιος|far from an altar, godless
ἀπογάλακτος|weaned
ἀπογένεσις|decease
ἀπογέννημα|offspring
ἀπογέννησις|generation
ἀπογίγνομαι|to be away from, have no part in
ἀπογαιόω|make into land
ἀπογαλάκτισις|weaning
ἀπογαλακτίζω|wean from the mother's milk
ἀπογαλακτιστέον|one must wean
ἀπογαλακτόομαι|to become milky
ἀπογαληνίζω|calm down
ἀπογαληνιόομαι|become calm
ἀπογαληνόομαι|calm down
ἀπογείσωμα|projecting cornice
ἀπογεισόω|crown with a cornice
ἀπογεμίξομαι|discharge her cargo
ἀπογεννάω|produce
ἀπογεφυρόω|bank off, fence with dykes
ἀπογεόομαι|to be changed into earth
ἀπογεύω|give
ἀπογηράσκω|grow old
ἀπογιγνώσκω|depart from a judgement, give up a design or intention
ἀπογκόω|stuff
ἀπογλάφομαι|scrape off from oneself, obliterate
ἀπογλαυκόομαι|suffer from
ἀπογλαύκωσις|formation of a
ἀπογλυκαίνω|sweeten
ἀπογλυφή|place scraped bare
ἀπογλωττίζομαι|to be deprived of tongue
ἀπογλύφω|scrape or peel off
ἀπογνωστέον|one must give up in despair
ἀπογνωστής|desperate man
ἀπογνωστικῶς|in a desperate way, as in a hopeless case
ἀπογνώσιμος|desperate
ἀπογομή|discharge
ἀπογομόω|unload
ἀπογονή|issue, posterity
ἀπογράφω|write off, copy
ἀπογραίζω|skim off
ἀπογραφή|register, list
ἀπογραφεύς|registrar
ἀπογυιόω|enfeeble, unnerve
ἀπογυμνάζω|bring into hard exercise
ἀπογυμνόω|strip bare
ἀπογυναίκωσις|making womanish
ἀπογωνιόομαι|become angular
ἀπογύμνωσις|stripping bare
ἀπογώνιον|w(roskopikh\ moi=ra
ἀποδάκνω|bite off a piece of
ἀποδάκρῦσις|flow of tears
ἀποδάσμιος|parted off
ἀποδέκτης|receiver
ἀποδέρω|flay, skin completely
ἀποδέχομαι|accept
ἀποδέω1|@
ἀποδέω2|@
ἀποδέω|@
ἀποδήλωσις|communication by speech
ἀποδία|absence of feet
ἀποδίδωμι|give up or back, restore, return
ἀποδίς|twice
ἀποδίωγμα|pursuit
ἀποδίωκτος|thrust out
ἀποδίωξις|expulsion
ἀποδακρύω|weep much for, lament loudly
ἀποδακρῦτικός|calling forth tears
ἀποδαπανάω|waste
ἀποδαρθάνω|sleep
ἀποδαρμός|ingluvies
ἀποδασμός|division, part of a whole
ἀποδατέομαι|portion out to
ἀποδαψιλεύομαι|to be liberal of
ἀποδεής|empty
ἀποδείκνυμι|point away from
